<NUMBER OF ZONES> 38
<NUMBER OF NODES> 416
<FIRST THRU NODE> 39
<NUMBER OF LINKS> 894
<NUMBER OF NEW LINKS> 20
<END OF METADATA>


~	Init node	Term node	Capacity	Length	Free Flow Time	B	Power	Speed limit	Toll	Type	Cost	;
1	117	9000	5280	1.090458488	0.15	4	4842	0	1	0
2	87	9000	5280	1.090458488	0.15	4	4842	0	1	0
3	74	9000	5280	1.090458488	0.15	4	4842	0	1	0
4	233	9000	5280	1.090458488	0.15	4	4842	0	1	0
5	165	9000	5280	1.090458488	0.15	4	4842	0	1	0
6	213	9000	5280	1.090458488	0.15	4	4842	0	1	0
7	253	9000	5280	1.090458488	0.15	4	4842	0	1	0
8	411	5400	2640	1	0.15	4	2640	0	1	0
9	379	5400	2640	1	0.15	4	2640	0	1	0
9	395	5400	2640	1	0.15	4	2640	0	1	0
10	338	5400	2640	1	0.15	4	2640	0	1	0
10	362	5400	2640	1	0.15	4	2640	0	1	0
11	309	5400	2640	1	0.15	4	2640	0	1	0
12	275	5400	2640	1	0.15	4	2640	0	1	0
13	262	5400	2640	1	0.15	4	2640	0	1	0
14	257	5400	2640	1	0.15	4	2640	0	1	0
15	254	5400	2640	1	0.15	4	2640	0	1	0
16	263	5400	2640	1	0.15	4	2640	0	1	0
17	276	5400	2640	1	0.15	4	2640	0	1	0
18	322	5400	2640	1	0.15	4	2640	0	1	0
18	348	5400	2640	1	0.15	4	2640	0	1	0
19	364	5400	2640	1	0.15	4	2640	0	1	0
19	380	5400	2640	1	0.15	4	2640	0	1	0
20	397	5400	2640	1	0.15	4	2640	0	1	0
21	412	5400	2640	1	0.15	4	2640	0	1	0
21	413	5400	2640	1	0.15	4	2640	0	1	0
22	414	5400	2640	1	0.15	4	2640	0	1	0
22	415	5400	2640	1	0.15	4	2640	0	1	0
23	416	5400	2640	1	0.15	4	2640	0	1	0
24	266	12600	1320	0.149068323	0.15	4	8855	0	1	0
24	267	12600	1320	0.149068323	0.15	4	8855	0	1	0
25	268	12600	1320	0.149068323	0.15	4	8855	0	1	0
25	269	12600	1320	0.149068323	0.15	4	8855	0	1	0
26	273	12600	1320	0.149068323	0.15	4	8855	0	1	0
26	274	12600	1320	0.149068323	0.15	4	8855	0	1	0
27	302	12600	1320	0.149068323	0.15	4	8855	0	1	0
27	303	12600	1320	0.149068323	0.15	4	8855	0	1	0
28	303	12600	1320	0.149068323	0.15	4	8855	0	1	0
28	304	12600	1320	0.149068323	0.15	4	8855	0	1	0
29	308	12600	1320	0.149068323	0.15	4	8855	0	1	0
29	337	12600	1320	0.149068323	0.15	4	8855	0	1	0
30	340	12600	1320	0.149068323	0.15	4	8855	0	1	0
30	341	12600	1320	0.149068323	0.15	4	8855	0	1	0
31	329	12600	1320	0.149068323	0.15	4	8855	0	1	0
31	330	12600	1320	0.149068323	0.15	4	8855	0	1	0
32	332	12600	1320	0.149068323	0.15	4	8855	0	1	0
32	333	12600	1320	0.149068323	0.15	4	8855	0	1	0
33	337	12600	1320	0.149068323	0.15	4	8855	0	1	0
34	369	12600	1320	0.149068323	0.15	4	8855	0	1	0
34	385	12600	1320	0.149068323	0.15	4	8855	0	1	0
35	373	12600	1320	0.149068323	0.15	4	8855	0	1	0
35	389	12600	1320	0.149068323	0.15	4	8855	0	1	0
36	378	12600	1320	0.149068323	0.15	4	8855	0	1	0
36	394	12600	1320	0.149068323	0.15	4	8855	0	1	0
37	401	12600	1320	0.149068323	0.15	4	8855	0	1	0
37	402	12600	1320	0.149068323	0.15	4	8855	0	1	0
38	406	12600	1320	0.149068323	0.15	4	8855	0	1	0
38	407	12600	1320	0.149068323	0.15	4	8855	0	1	0
39	266	5400	3854	1.459848485	0.15	4	2640	0	1	0
39	267	5400	3854	1.459848485	0.15	4	2640	0	1	0
40	268	5400	3485	1.320075758	0.15	4	2640	0	1	0
40	269	5400	3485	1.320075758	0.15	4	2640	0	1	0
41	273	5400	2640	1	0.15	4	2640	0	1	0
41	274	5400	2640	1	0.15	4	2640	0	1	0
42	302	5400	2640	1	0.15	4	2640	0	1	0
42	303	5400	2640	1	0.15	4	2640	0	1	0
43	303	5400	4066	1.540151515	0.15	4	2640	0	1	0
43	304	5400	4066	1.540151515	0.15	4	2640	0	1	0
44	308	5400	2640	1	0.15	4	2640	0	1	0
44	337	5400	7920	3	0.15	4	2640	0	1	0
45	340	5400	2640	1	0.15	4	2640	0	1	0
45	341	5400	2640	1	0.15	4	2640	0	1	0
46	329	5400	2640	1	0.15	4	2640	0	1	0
46	330	5400	2640	1	0.15	4	2640	0	1	0
47	332	5400	2429	0.920075758	0.15	4	2640	0	1	0
47	333	5400	2482	0.940151515	0.15	4	2640	0	1	0
48	337	5400	2640	1	0.15	4	2640	0	1	0
48	361	5400	2640	1	0.15	4	2640	0	1	0
49	369	5400	2640	1	0.15	4	2640	0	1	0
49	385	5400	2640	1	0.15	4	2640	0	1	0
50	373	5400	2640	1	0.15	4	2640	0	1	0
50	389	5400	2640	1	0.15	4	2640	0	1	0
