<NUMBER OF ZONES> 36
<NUMBER OF NODES> 398
<FIRST THRU NODE> 37
<NUMBER OF LINKS> 851
<NUMBER OF NEW LINKS> 20
<END OF METADATA>


~	Init node	Term node	Capacity	Length	Free Flow Time	B	Power	Speed limit	Toll	Type	Cost	;
1	303	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
1	306	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
1	307	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
2	253	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
2	255	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
2	256	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
2	272	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
3	258	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
3	259	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
3	260	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
3	261	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
4	226	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
4	231	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
4	232	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
4	263	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
5	254	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
5	255	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
5	352	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
5	353	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
6	196	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
6	223	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
6	264	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
6	295	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
7	50	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
7	55	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
7	59	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
8	359	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
8	360	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
8	361	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
8	364	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
9	158	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
9	168	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
9	176	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
9	362	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
10	140	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
10	142	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
10	144	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
10	146	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
11	63	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
11	275	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
11	279	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
11	283	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
12	112	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
12	114	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
12	121	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
13	166	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
13	201	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
13	203	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
13	398	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
14	128	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
14	129	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
14	130	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
14	133	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
15	165	999999.0000000000	0.0000000000	0.0000000000	0.0000000000	4.000000	0.000000	0.000000	0	0
